; Name	Sheet1
; Species and nomenclature	Mus musculus, MGI symbols
; Motif collection	10K (9713 PWMs)
; Minimum NEScore	3.0
; Rank threshold for visualization	5000
; ROC threshold for AUC calculation (%)	0.03
; Minimum identity between orthologous genes	0.0
; Maximum false discovery rate (FDR) on motif similarity	0.001
; Motif rankings database	500bp upstream (7 species)
; Number of valid nodes	2427
; iRegulon version	iRegulon v1.3 (build: 2015-02-12)
# Rank	Motif id	AUC	NES	ClusterCode	Transcription factor	Target genes
11	homer-M00127	0.0323305	3.62604	M1	Mycs,Myc,Max,Usf1,Mycn,Arnt,Usf2,Ascl1,Arid5b,Hand1,Mxd3,Tcf12,Mxd1,Myod1,Tal1,Tal2,Tcf3,Mxi1,Myf6,Myf5,Bhlhe40,Mitf,Tfe3,Bhlhe41,Myog,Hand2,Tfeb,Mxd4,Tcf4,Nhlh1,Arnt2,Arntl,Hey1,Olig2,Clock,Id1,Hey2,Mnt,Npas2,Olig1,Hes6,Heyl,Arntl2	Amdhd2,G6pc3,Ptprs,Cdk4,Fam118b,Cplx3,Cnnm1,Dvl2,Ilf3,Trim46,Ipo7,Dhx35,Eif5a2,Usp2,Bcas3,Dnajb9,Atg3,Slc35a5,Atp6v1h,Mthfr,Sirt1,Tle3,Tle6,E130012A19Rik,Kcnh4,Cln3,Tef,Mfsd1,Stxbp2,Napa,Snx5,Fjx1,H2afz,Ccdc88c,Mcoln1,B3galt2,Rrp12,Timm8a1,Sppl3,Fnip1,Foxred2,Igf2r,Kpna4,Cpeb1,Rusc1,Aldh18a1,Mapre1,Actn2,Ampd2,Arhgap12,Atg5,Mnt,Picalm,Slc5a6,Mepce,Wdr46,Ipo13,Snrpa,Polr3d,Clcn7,St3gal1,Sugp2,Pde4a,Lig3,Supv3l1,Bnip3l,Bhlhe40,Hdac2,Gdi2,Cdk5r1,Crocc,1110059E24Rik,Pou3f1,Dnmt3a,Morc2a,Cd164,Mlxip,Tug1,Lfng,Scamp3,Ddn,Slc39a14,Mms19,Orc4,Polr3a,Pdgfb,Ppapdc1a,Dhx37,Cfl2,Per1,Acin1,Ap1s2,A230072C01Rik,Rragb,Hnrnpa3,Hdgfrp2,Spns2,Igsf9,Srm,Lrtm2,Ccdc126,Dbp,Nrarp,Pcgf2,Rapgef3,Dyrk1b,Foxp4,Tmem47,Aqp4,Plekhg3,Sipa1l3,Commd8,Nr1d1,Ehmt2
12	transfac_pro-M01054	0.0321663	3.58857	M1	Hes5,Hes7,Mnt	Amdhd2,Foxred2,Atg3,Ptprs,Slc35a5,Cdk4,Atp6v1h,Cdc73,Tef,Igf2r,Bhlhe41,Sppl3,Dvl2,Cnnm1,Cln3,Cplx3,Mepce,Arhgap12,Actn2,Ilf3,Fam118b,Dnajb9,Sirt1,Mcoln1,Spns2,Bnip3,Eif5a2,Bcas3,Mfsd1,G6pc3,Chrm1,Mthfr,Nckap5l,Slc12a5,Ccdc88c,B3galt2,Ddn,Ccdc126,Sik3,H2afz,Dhx35,Cbx5,Cdk5r1,Mms19,Rara,Gm10052,Dgat2,Dyrk1b,Bhlhe40,Rusc1,Wdr46,Rnf44,Atl2,Tmem132e,Timm8a1,Picalm,Mex3d,Cnih3,Nfix,Scamp3,Nab2,Napa,Orc4,E130012A19Rik,Gmfb,Lfng,Dnmt3a,Tle6,Hnrnpa3,Snx5,Kdm4b,Per1,Slc5a6,Rhebl1,Ppapdc1a,Vps37b,Abcb6,Hsf4,Bnip3l,Ralgds,Pde4a,Supv3l1,Tmem181a,Kpna4,Rasgrp2,Hdgfrp2,Cpeb1,Ier5l,Cfl2,Rragb,Bahcc1,Ppp1r3c,Wnt7b,Coro7,Socs2,Lcorl,Lef1,1110059E24Rik,Wwp2,Tug1,Zfp62,Cd164,Dbp,Ipo13,Ehmt2,Morc2a,Snrpa,Thnsl1,Lmo7,Tmem143,Anln,Fnip1,Rps6ka4,Ranbp6,A530058N18Rik,Tet2,Wdr81,Aldh4a1,Mnt,Sys1,Elovl5,Lrtm2,Rnft2,Ctdp1,Lgi3,Ppp1r14b,Clcn7,Dak,Cct8,Plekhg3,Commd8,Safb2,Safb,Mapre1,Atg16l2,Ap1s2,Prkcsh,Mink1,Rbbp4,Mllt1
13	flyfactorsurvey-Max_Mnt_SANGER_5_FBgn0023215	0.0319732	3.54454	M1	Mnt,Myc,Max,Usf2,Bhlhe40,Mycn,Creb3l1,Mycs,Arntl,Olig2,Hey1,Clock,Id1,Hey2,Npas2,Olig1,Hes6,Heyl,Arntl2	Amdhd2,G6pc3,Ptprs,Fam118b,Cplx3,B3galt2,Dvl2,Dnajb9,Cdk4,Trim46,Ilf3,E130012A19Rik,Tle6,Dhx35,Tle3,Mthfr,Kcnh4,Ipo7,Eif5a2,Usp2,Sirt1,Cnnm1,Stxbp2,Ccdc88c,Rrp12,Napa,Atg3,Slc35a5,Mfsd1,Bcas3,Timm8a1,Polr3d,Slc5a6,Nab2,Cpeb1,Mnt,Tef,Rusc1,Ampd2,Wdr46,Bnip3l,Snx5,Fnip1,Aldh18a1,1110059E24Rik,Lig3,Dnmt3a,Atg5,Pou3f1,Snrpa,A230072C01Rik,Mcoln1,Sugp2,Scamp3,Actn2,Cd164,Srm,Ppapdc1a,Clcn7,Arhgap12,Nrarp,Fjx1,Acin1,Bhlhe40,Inf2,Orc4,Supv3l1,Igsf9,Nckap5l,Pde4a,Slc39a14,Sh2d5,Cbx5,Elovl5,Tmem47,Gm10052,Igf2r,Cfl2,Polr3a,Pcgf2,Tug1,Morc2a,Ddn,Dhx37,Ehmt2,Per1,Hdac2,Ppp1r14b,Crocc,Gpm6b,Picalm,Gdi2,Ap1s2,Foxred2,Rhebl1,Sez6l2,Commd8,Mapre1,Mlxip,H2afz,Dyrk1b,Ipo13,Lfng,Hsf4,Plekhg3,St3gal1,Mllt1,Hnrnpa3,Slc12a5,Rasgrp2,Ulk3,Lcorl,Per3,Atp6v1h
14	elemento-CACGTGG	0.0319671	3.54314	M1	Myc,Max,Usf2,Mycn,Creb3l1,Mycs,Mnt,Arntl,Hey1,Olig2,Id1,Clock,Hey2,Npas2,Hes6,Olig1,Heyl,Arntl2	Amdhd2,Ptprs,G6pc3,Fam118b,Cplx3,Dvl2,B3galt2,Dnajb9,Ilf3,Cdk4,Dhx35,Trim46,Stxbp2,Mthfr,Tle6,Sirt1,Tle3,Kcnh4,E130012A19Rik,Ipo7,Eif5a2,Usp2,Mfsd1,Cnnm1,Ccdc88c,Polr3d,Nab2,Bcas3,Atg3,Slc35a5,Napa,Rrp12,Tef,Cpeb1,Fnip1,Rusc1,Slc5a6,Snx5,Wdr46,Arhgap12,Igf2r,Ampd2,Snrpa,Timm8a1,Bnip3l,1110059E24Rik,Lig3,Mnt,Aldh18a1,Dnmt3a,Atg5,Cd164,Pou3f1,Scamp3,Ppapdc1a,Igsf9,Sugp2,A230072C01Rik,Clcn7,Srm,Cdk10,Sh2d5,Fjx1,Nr1d1,Tug1,Nrarp,Morc2a,Dhx37,Supv3l1,Pde4a,Sppl3,Acin1,Inf2,Mcoln1,Cfl2,Picalm,Sez6l2,Slc39a14,Tmem47,Pcgf2,Per1,Ehmt2,Polr3a,Crocc,Atp6v1h,Gpm6b,Actn2,Rhebl1,Gdi2,Lfng,Hdac2,Mapre1,Mlxip,Commd8,Dyrk1b,Plekhg3,H2afz,Foxred2,Hsf4,Cln3,Ap1s2,Hnrnpa3,Ipo13,Bhlhe40,Ppp1r14b,Foxp4,Mllt1
15	homer-M00016	0.0319294	3.53455	M1	Myc,Mycn,Max,Arnt,Usf1,Usf2,Mycs,Arnt2,Arntl,Olig2,Hey1,Id1,Clock,Hey2,Mnt,Npas2,Hes6,Olig1,Heyl,Arntl2	Amdhd2,Ptprs,Cnnm1,G6pc3,Dvl2,Fam118b,Cplx3,Sirt1,Cdk4,Ilf3,Atg3,Slc35a5,B3galt2,Cln3,Eif5a2,Atp6v1h,Mthfr,Dhx35,Foxred2,Trim46,Tef,E130012A19Rik,Mcoln1,Sppl3,Dnajb9,Ccdc88c,Arhgap12,Mfsd1,Usp2,Ipo7,Actn2,Kcnh4,Napa,Snrpa,Bcas3,Tle6,Snx5,Tle3,H2afz,Timm8a1,Igf2r,Mepce,Morc2a,Tug1,Supv3l1,Rrp12,Picalm,Fnip1,Rusc1,Rragb,Slc5a6,Hdac2,Scamp3,Fjx1,Mapre1,Orc4,Wdr46,Lig3,Ampd2,Mnt,Aldh18a1,Spns2,Cbx5,A230072C01Rik,Gm10052,Cdk5r1,Lfng,Cpeb1,Bnip3l,Dnmt3a,Kpna4,Stxbp2,Bhlhe40,1110059E24Rik,Hnrnpa3,Atg5,Chrm1,Dyrk1b,Ptbp1,Pde4a,Gpm6b,Clcn7,Cthrc1,Gdi2,Acin1,Sugp2,Nckap5l,Pou3f1,Cd164,Plekhg3,Sipa1l3,Elovl5,Ipo13,Per3,Polr3d,Dhx37,Hsf4,Ppapdc1a,Ehmt2,Ppp2r3c,Nr1d1,Socs2,Mlxip,Cfl2,Ddx3x,Bhlhe41,Prkcsh,Rhebl1,Hdgfrp2,Mms19,Anln,Slc39a14,Srm,Ap1s2,Mllt1,Ctdp1,Tmem47,Pcgf2,Ccdc126,Ppp1r14b,Mex3d,Rps6ka4,Nab2,Polr3a,Sez6l2,Rasgrp2,Pdgfb,Per1,Kdm4b,Dbp,Commd8,Lef1,Sumf1,Pld3,Abcb6,2310022A10Rik,Lcorl,Nfix,St3gal1,Cnih3,Mybbp1a,Lrfn4,Fmr1,Ddn,Slc12a5,Crocc,Rbbp4,Coro7,Nrarp,Islr2,Ppp1r3c,Zfp62,Sik3,Inf2,Foxp4,Dhx33,Arx,Igsf9,Tmem131,Wwp2,Apc2,Rnf44,Dgat2,Rab5a,Rara,Vps37b,Gnb2,Gigyf1,Aldh4a1,Ikzf4,Slc16a1,Polg,Sh2d5
16	jaspar-PF0074.1	0.0318528	3.51706	M2	Zfp143	Men1,Ttc13,Tmem150a,Ncln,Fem1a,Invs,B230118H07Rik,Tmed5,Zfr,Smpd3,Irf2bp1,Lmtk3,Slc27a4,Ncoa3,Ksr1,Ipo7,Hspa13,Foxo4,Gtpbp2,Ubr2,Ifrd2,Hirip3,Ino80e,Brd3,Crtc2,Ahdc1,Madd,BC003331,Ipo13,Scaf1,Rfx1,Pprc1,Ppp1r12c,Qtrtd1,Dpysl5,B3galnt2,Lmnb2,Rps27a,Slc25a19,Cacna1g,Unk,Gmpr2,Nr1d1,Rps6kb2,Trub1,Mrpl50,Amt,Ggh,Apba3,Rpl15,Fundc1,Lace1,4930430F08Rik,Fbf1,Kat2a,Zfp260,Ctdp1,Srrm2,Rab8b,Zfhx2,Lrwd1,Serbp1,Retsat,Tcea2,Sirt4,Zmym2,Tbc1d2b,Lcorl,Rps23,Zfp513,2610001J05Rik,Tcof1,Thyn1,Scamp3,Ero1lb,Zfp91,Rab1,Fancg,Slc35a1,Snx16,Psmd10,Kctd17,Ccdc90b,Itch,Eif2s2,2900079G21Rik,Agap2,Wdr12,Sap130,Tln1,Dhx33,Tor2a,Uckl1,Dpf1,Lztr1,Col4a3bp,Tmc4,Exoc6b,Mpi,Bet1,Tmem214,Ccdc126,Ankrd13b,Cc2d1a,Dgat1,Nfkbib,Scrib,Glo1,Chchd3,Dazap1,Ptpn23,Sesn2,Fam189b,Dnm1l,Dync1h1,Llgl1,2610035D17Rik,Pacs1,Wwp1,Med24
17	jaspar-MA0004.1	0.0318336	3.51269	M1	Arnt,Usf1,Max,Myc,Bhlhe40,Atf3,Arnt2	Amdhd2,Dvl2,Ptprs,Atg3,Slc35a5,Sirt1,Fam118b,Ilf3,Cdk4,G6pc3,Atp6v1h,Nr1d1,Cnnm1,Cln3,Igf2r,Mthfr,Mfsd1,Sppl3,Foxred2,Eif5a2,Cplx3,Mcoln1,Tef,Dhx35,Picalm,B3galt2,Arhgap12,Actn2,Bhlhe40,Napa,E130012A19Rik,Snrpa,Dnajb9,Rragb,Chrm1,Dyrk1b,Morc2a,Tug1,Tle6,Ccdc88c,Bcas3,Nckap5l,Scamp3,Supv3l1,H2afz,Bhlhe41,Nab2,Rusc1,Usp2,Trim46,Cbx5,Ipo7,Gm10052,Nfix,Dnmt3a,Kcnh4,Bnip3l,Rrp12,Snx5,Fnip1,Timm8a1,Elovl5,Slc5a6,Hnrnpa3,Tle3,Wdr46,Orc4,Slc12a5,Anln,Mepce,Cpeb1,Cd164,Lfng,1110059E24Rik,Polr3a,Rps6ka4,Stxbp2,Rasgrp2,Ddx3x,Cfl2,Wwp2,Ptbp1,Sumf1,Socs2,Mnt,Spns2,Ppp1r3c,Pde4a,Pld3,Ddn,2310022A10Rik,Mllt1,Ppapdc1a,Prkcsh,Ehmt2,Polr3d,Cry2,Hsf4,Bnip3,Ppp1r14b,Islr2,Cdk5r1,Pou3f1,Rbbp4,Unk,Mms19,Rhebl1,Mex3d,Kdm4b,Lrfn4,Gmfb,Acin1,Gpm6b,Clcn7,Khsrp,A230072C01Rik,Fmr1,Hdac2,Sik3,Coro7,Dgat2,Lig3,Sugp2,2510039O18Rik,Gdi2,Atl2,Rab5a,Tmem47,Rara,Pcgf2,Per1,Srm,Rnf44,Ampd2,Mapre1,Aldh18a1,Per3,Abcb6,Tbc1d13,Atg5,Crocc,Zfp62
18	yetfasco-522	0.0317289	3.4888	M1	Arnt,Bhlhe40,Arntl,Arntl2,Srebf2	Amdhd2,Dvl2,Atg3,Slc35a5,Picalm,Sirt1,Igf2r,Mfsd1,Atp6v1h,Mcoln1,Cln3,Ilf3,Cdk4,Mthfr,Nr1d1,Sppl3,Foxred2,Bhlhe40,Arhgap12,Cnnm1,Eif5a2,Ptprs,Napa,Bhlhe41,Dhx35,H2afz,Socs2,Cd164,Rragb,Morc2a,Tug1,Actn2,Chrm1,Fam118b,Snrpa,Dyrk1b,Hnrnpa3,Timm8a1,Sik3,Pld3,Rab5a,2310022A10Rik,Rbbp4,Mms19,Rara,Orc4,B3galt2,Atl2,Rnf44,Tef,Cbx5,Scamp3,Gm10052,Vps37b,Fmr1,Supv3l1,Dnajb9,Gnb2,Gmfb,Ppp1r3c,Bcas3,Coro7,Zfp62,Mepce,Elovl5,Abcb6,G6pc3,Prkcsh,Dnmt3a,Anln,Wwp2,Ubap2,Rps6ka4,1110059E24Rik,Islr2,Tmem181a,Kdm4b,Nckap5l,Cfl2,Bnip3l,Lactb2,Ptbp1,Rusc1,Cplx3,Cdk5r1,Ddn,Fnip1,Lrfn4,Wdr46,Mnt,Ralgds,Osbp2,Ehmt2,Cry2,Ccdc126,Sumf1,Cpeb1,Spns2,Qtrt1,E130012A19Rik,Unk,Thnsl1,Rhebl1,Ap1s2,Pcgf2,Nsmce2,Snx5,Lef1,Tbc1d13,Slc5a6,Clcn7,Commd8,Nab2,Tmem47,Lcorl,Kpna3,Ccdc88c,Khsrp,Trim46,Ipo7,Gpbp1,Vma21,Usp2,Ppapdc1a,Cnih3
19	yetfasco-247	0.0316269	3.46554	M1		Amdhd2,Dvl2,Ptprs,Nr1d1,Atp6v1h,Atg3,Slc35a5,Cdk4,G6pc3,Fam118b,Ilf3,Sirt1,Cnnm1,Cln3,Cplx3,Mthfr,Sppl3,Eif5a2,Mcoln1,Igf2r,Arhgap12,Foxred2,B3galt2,Dhx35,Actn2,Mfsd1,Tef,Rps6ka4,Chrm1,Napa,Dnajb9,Snrpa,E130012A19Rik,Dyrk1b,Picalm,Rragb,Tle6,H2afz,Ccdc88c,Rusc1,Supv3l1,Scamp3,Nckap5l,Trim46,Mepce,Bcas3,Morc2a,Ipo7,Tug1,Rrp12,Ppp1r3c,Dnmt3a,Bhlhe41,Timm8a1,Nfix,Snx5,Usp2,Fnip1,Orc4,Cbx5,Wdr46,Gm10052,Elovl5,Hnrnpa3,Tle3,Slc5a6,Rasgrp2,Polr3a,Anln,Ddx3x,Kcnh4,Pde4a,1110059E24Rik,Sumf1,Cfl2,Bnip3l,Cd164,Cpeb1,Stxbp2,Mllt1,Prkcsh,Ptbp1,Rbbp4,Pou3f1,Dgat2,Socs2,Spns2,Ppapdc1a,Ehmt2,Mnt,Bhlhe40,Nup54,Hsf4,Cry2,Pld3,2310022A10Rik,Cdk5r1,Lfng,Slc7a8,A230072C01Rik,Fmr1,Gpm6b,Mms19,Vma21,Gmfb,Rara,Polr3d,Atl2,Nab2,Ppp1r14b,Bnip3,Clcn7,Hdac2,Kdm4b,Per3,2510039O18Rik,Sik3,Unk,Inf2,Mex3d,Ppp2r3c,Abcb6,Islr2,Ampd2,Per1,Coro7,Acin1,Gdi2,Lrfn4,Srm,Tmem47,Wwp2,Pcgf2,Sugp2,Cnih3,Mapre1,Crocc,Cdk18,Khsrp,Ddn,Rab5a
20	taipale-NNCACGTGNN-MAX-DBD	0.0315852	3.45602	M1	Max,Myc,Arnt,Mycn,Usf1,Usf2,Mnt,Mycs,Arntl,Olig2,Clock,Hey1,Hey2,Id1,Npas2,Hes6,Olig1,Heyl,Arntl2,Arnt2	Amdhd2,Cnnm1,Cdk4,Dvl2,Ilf3,Cln3,Fam118b,Bhlhe40,Cplx3,Atg3,Slc35a5,Ptprs,G6pc3,Foxred2,Eif5a2,Sirt1,Mepce,Mcoln1,Atp6v1h,Dhx35,B3galt2,Mfsd1,Snrpa,Mthfr,H2afz,Napa,Trim46,Orc4,Actn2,Sppl3,Cdk5r1,Bcas3,Tef,Timm8a1,Snx5,Arhgap12,Picalm,Cbx5,Dnajb9,Fnip1,Ipo7,Gm10052,Bnip3l,Usp2,E130012A19Rik,Scamp3,Ccdc88c,Supv3l1,Hnrnpa3,Tug1,Kpna4,Kcnh4,Rusc1,Rragb,Clcn7,Acin1,Nfix,Morc2a,Igf2r,Mapre1,Tle3,Spns2,Fjx1,Crocc,Mnt,Ipo13,Lcorl,Sipa1l3,Ccdc126,Slc5a6,Tle6,Ddn,Dyrk1b,Cd164,Mms19,Nr1d1,Gpm6b,Hdac2,Pld3,Zfp62,2310022A10Rik,Dnmt3a,Islr2,Cfl2,Rrp12,Wdr46,Rbbp4,Chrm1,Elovl5,1110059E24Rik,Nckap5l,Rasgrp2,Ppp2r3c,Socs2,Prkcsh,Ppp1r3c,Ehmt2,Cpeb1,Ubap2,Tmem131,Ptbp1,Lactb2,Coro7,Dbp,Abcb6,Mybbp1a,Hdgfrp2,Bhlhe41,Cnih3,Ampd2,Fmr1,2510039O18Rik,Aldh18a1,Gnb2,Pcgf2,Rab5a,Sumf1,Ppp1r14b,Mex3d,Lrtm2,Tmem47,Lrfn4,Arx,Aldh4a1,Gdi2,Commd8
21	hdpi-TFEB	0.0314579	3.42698	M1	Tfeb,Usf1,Usf2,Arnt,Myc,Max	Amdhd2,Dvl2,Sirt1,Atg3,Slc35a5,Ilf3,Fam118b,Igf2r,Picalm,Ptprs,Napa,Mfsd1,Cdk4,Mthfr,Cnnm1,Cln3,Atp6v1h,Mcoln1,Dhx35,G6pc3,Sppl3,Foxred2,Bhlhe40,Eif5a2,Arhgap12,Tef,B3galt2,Fnip1,Cplx3,Kcnh4,Snrpa,Actn2,Tug1,Morc2a,Nr1d1,H2afz,Cd164,Dnajb9,Dyrk1b,Wwp2,Chrm1,Rragb,Usp2,Bhlhe41,Islr2,Scamp3,Socs2,Timm8a1,Hnrnpa3,Ctdp1,Supv3l1,Cbx5,Sik3,Dnmt3a,E130012A19Rik,Bcas3,Ubap2,Gm10052,Ddn,Lrfn4,Nab2,Bnip3l,Pld3,Orc4,2310022A10Rik,Trim46,Cfl2,Ipo7,Ccdc88c,Anln,Nckap5l,Tle3,Rbbp4,Hdgfrp2,Lactb2,1110059E24Rik,Slc5a6,Tle6,Rhebl1,Ptbp1,Mms19,Elovl5,Rab5a,Coro7,Rusc1,Rrp12,Cpeb1,Fmr1,Khsrp,Per3,Clcn7,Lfng,Nfix,Ppapdc1a,Rara,Prkcsh,Ralgds,Abcb6,Gnb2,Wdr46,Mnt,Ehmt2,Fjx1,Syvn1,Grin1,Stxbp2,Mepce,Vps37b,Snx5,Ppp1r3c,Sumf1,Lig3,Commd8,Gmfb,Pcgf2,Zfp62,Tmem47,Ddx3x,Tbc1d13,Atl2,Per1,Atg5,Ap1s2,Bnip3,Rnf44,Dbp,Polr3a,Nrarp,Gpm6b,Osbp2,Gdi2,Tmem181a,Polr3d,Chrm4,Rps6ka4,Acin1,Qtrt1,Rasgrp2,Slc16a1,Crocc,Mapre1,Kdm4b,Pfkfb2,Kpna4,Dhx37,Gigyf1,Cdc73,Pde4a,Ppp1r14b,Cct8,Cdk5r1,Ampd2,Kpna3,Tmem131,Mex3d,Chchd3,Sugp2,Spns2,Thnsl1,Zmym3,Aldh18a1,Srm,Slc12a5,Mrpl36,Lef1,Lcorl,Lgi3,Rnf165,Pou3f1,Ppp2r3c,Vma21,Qk,Sez6l2
22	jaspar-MA0104.1	0.0314086	3.41573	M1	Mycn,Myc,Max,Bhlhe40,Usf2,Arnt,Usf1,Arntl,Olig2,Hey1,Id1,Clock,Hey2,Mnt,Npas2,Olig1,Hes6,Heyl,Arntl2,Atf3,Arnt2,Mlx,Mycs,Srebf2,Hes5,Hes7	Amdhd2,Dvl2,Ptprs,Atg3,Cdk4,Slc35a5,Fam118b,Ilf3,Sirt1,Mfsd1,Mthfr,Cnnm1,G6pc3,Igf2r,Atp6v1h,Cln3,Bhlhe40,Chrm1,Foxred2,Tef,Eif5a2,Mcoln1,Dhx35,Napa,Cplx3,Sppl3,Ddn,B3galt2,Actn2,Dnajb9,Picalm,Morc2a,Tug1,Arhgap12,E130012A19Rik,Rragb,Dyrk1b,Snrpa,Supv3l1,Scamp3,Nr1d1,Ccdc88c,Cbx5,Gm10052,Bcas3,Tle6,Nckap5l,Usp2,Nfix,H2afz,Wwp2,Rasgrp2,Bnip3l,Rusc1,Slc12a5,Trim46,Ipo7,Nab2,Slc5a6,Dnmt3a,Kcnh4,Lfng,Fnip1,Snx5
23	transfac_pro-M01699	0.0313614	3.40496	M1	Usf2,Usf1,Arnt,Myc,Max,Bhlhe40,Mycn	Amdhd2,Dvl2,Chrm1,Cdk4,Ptprs,Fam118b,Atg3,Slc35a5,Ilf3,Mfsd1,Mthfr,Sirt1,G6pc3,Igf2r,Bhlhe40,Atp6v1h,Cln3,Cnnm1,Foxred2,Nr1d1,Sppl3,Tef,Napa,Eif5a2,Mcoln1,Cplx3,Picalm,Nfix,Dhx35,Ddn,Actn2,B3galt2,Morc2a,Tug1,Arhgap12,Dnajb9,Bhlhe41,Dyrk1b,Snrpa,E130012A19Rik,Scamp3,Nckap5l,Gm10052,Rasgrp2,Cbx5,Supv3l1,Bcas3,Nab2,Rragb,Ccdc88c,Ptbp1,Cry2,Tle6,Cdc73,Usp2,Bnip3l,Wwp2,Rusc1,Kcnh4,Dnmt3a,H2afz,Trim46,Slc5a6,Ipo7,Rnf165,Islr2,Slc12a5,Snx5,Elovl5,Cpeb1,Timm8a1,Fnip1,Hnrnpa3,Stxbp2,Wnt7b,Tle3,Mms19,Cd164,Wdr46,Orc4,Rrp12
24	yetfasco-2051	0.0312368	3.37654	M1	Myc,Mycn,Mnt,Mycs	Amdhd2,Cnnm1,Cplx3,G6pc3,Mepce,Dnajb9,Tef,Bcas3,Ptprs,Eif5a2,Foxred2,Nr1d1,Dvl2,Trim46,Tle6,B3galt2,Fam118b,E130012A19Rik,Rasgrp2,Cdk4,Cln3,Tle3,Arhgap12,Ddn,Spns2,Rrp12,Ccdc88c,Cnih3,Cdk5r1,Bhlhe40,Cbx5,Slc5a6,Rusc1,Actn2,Mfsd1,Gm10052,Kpna4,Cstf1,Chrm1,Cpeb1,Ipo13,Timm8a1,Bhlhe41,Ipo7,Fjx1,Atg3,Mllt1,Slc35a5,Plekhg3,Snx5,Nckap5l,Wdr46,Atp6v1h,Ilf3,Mybbp1a,Sppl3,Orc4,Ppapdc1a,Usp2,Mex3d,Scamp3,Arx,Napa,Fbxo41,Dgat2,Lfng,Mnt,Mcoln1,Mapre1,Snrpa,Per1,Kcnh4,Pde4a,Dhx35,Hsf4,Ccdc126,Nfix,Islr2,Supv3l1,H2afz,Nup54,4930430F08Rik,Dnmt3a,A230072C01Rik,Dhx37,Rhebl1,Dyrk1b,Socs2,Hdac2,Hnrnpa3,Acin1,Tug1,Hdgfrp2,Pak6,2510039O18Rik,Bag6,Rps6ka4,Ehmt2,Agbl5,Picalm,Atl2,Ikzf4,Ppp1r14b,Stxbp2,1110059E24Rik,Ampd2,Elovl5,Casc3,Mink1,Morc2a,Aldh18a1,Aldh4a1,Cntnap1,Bnip3l,Slc12a5,Sirt1,Gjb6,Serbp1,Tmem131,Tmem132e,Paip2,Ctdp1,Sipa1l3,Cfl2,Gdi2,Nab2,Lcorl,Kdm4b,Arhgap39,Chd5,Cct8,Lemd2,Zfp62,Mtfmt,Ptbp1,Prkcsh,Lig3,Atg5,Pdgfb,Brd3,Sugp2,Ddx3x,Mthfr,Mms19,Rbbp4,Pcyt2,Pcgf2,Apc2,Nrarp,Coro7,Dlx5,Vma21,Rimbp2,Ppp1r3c,Ppp2r3c,Commd8,Igsf9,Secisbp2,Cd164,Mlxip,Lef1,Unk,Lrfn4,Mark2,Abcb6,Ctxn2,Clcn7,Hs6st3,Crocc,Pou3f1,A530058N18Rik,Rara,Cry2,Ubr2,Itgb4,Slc12a9,Msl3,Hsp90b1
25	transfac_pro-M03540	0.0311971	3.36749	M1	Bhlhe40,Arnt,Mlxipl,Mycn,Srebf1,Arntl,Arntl2,Mlx,Srebf2,Atf3	Amdhd2,Dvl2,Atg3,Slc35a5,Ilf3,Picalm,Sirt1,Napa,Igf2r,Mfsd1,Mthfr,Fam118b,Cdk4,Nr1d1,Bhlhe40,Cln3,Atp6v1h,Foxred2,Mcoln1,Dhx35,Ptprs,Sppl3,Arhgap12,Tug1,Morc2a,Eif5a2,Tef,Bhlhe41,Chrm1,Wwp2,H2afz,Cd164,Dyrk1b,Actn2,Rragb,Snrpa,Socs2,Cnnm1,Fnip1,Hnrnpa3,Dnajb9,B3galt2,Scamp3,Cplx3,Rbbp4,Pld3,2310022A10Rik,Orc4,Timm8a1,Supv3l1,Dnmt3a,Fmr1,Rps6ka4,Bcas3,Ppp1r3c,Anln,Sik3,Cfl2,1110059E24Rik,Rab5a,Cbx5,Islr2,Mms19,Bnip3l,Gm10052,Nab2,G6pc3,Rhebl1,Coro7,Rara,Ehmt2,Gnb2,Lrfn4,Lactb2,Ubap2,Vps37b,Tbc1d13,Rnf44,Prkcsh,Ptbp1,Nckap5l,Chrm4,Ctdp1,Mepce,Pfkfb2,Ccdc88c,Gmfb,Rusc1,Atl2,Clcn7,Abcb6,Zfp62,Cry2,Khsrp
